,braid,free_part,torsion_part,total_num_FP,total_num_TP,total_num_FP_per_row,total_num_FP_per_column
7766,"[1, -1, -1, -1, 2, 2, -3, 3, 2]","{(-4, -2): 1, (-2, -2): 1, (0, 0): 2, (2, 0): 1, (4, 1): 1, (4, 2): 1, (8, 3): 1}","{(2, 1): {2: 1}, (6, 3): {2: 1}}",8,2,"{-4: 1, -2: 1, 0: 2, 2: 1, 4: 2, 8: 1}","{-2: 2, 0: 3, 1: 1, 2: 1, 3: 1}"
7767,"[-3, -3, -2, -1, -2, 1, 2, -2, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
7768,"[2, 3, -2, 3, 2, 1, 3, 1, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 3, (9, 2): 2, (11, 3): 1, (11, 4): 3, (13, 4): 1, (15, 5): 2, (15, 6): 1, (19, 7): 1}","{(9, 3): {2: 1}, (13, 5): {2: 2}, (17, 7): {2: 1}}",16,4,"{3: 1, 5: 1, 7: 3, 9: 2, 11: 4, 13: 1, 15: 3, 19: 1}","{0: 2, 2: 5, 3: 1, 4: 4, 5: 2, 6: 1, 7: 1}"
7769,"[1, 2, -3, 3, -1, 2, -1, 2, -1]","{(-4, -2): 1, (0, -1): 1, (0, 0): 2, (2, 0): 2, (2, 1): 1, (4, 2): 1, (6, 2): 1, (8, 3): 1}","{(-2, -1): {2: 1}, (4, 2): {2: 1}, (6, 3): {2: 1}}",10,3,"{-4: 1, 0: 3, 2: 3, 4: 1, 6: 1, 8: 1}","{-2: 1, -1: 1, 0: 4, 1: 1, 2: 2, 3: 1}"
7770,"[3, -1, -1, 1, -2, -2, 2, -2, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
7771,"[1, 3, -1, -3, 3, -2, -1, -3, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8}
7772,"[-2, -2, -2, -2, 2, -3, -2, -1, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
7773,"[-2, -2, 2, 1, 3, 3, -1, 3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
7774,"[1, -3, -3, 2, 2, 1, -2, 1, 3]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3,"{1: 1, 3: 2, 5: 1, 7: 1, 9: 2, 13: 1}","{0: 2, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1}"
7775,"[-3, 1, -2, 1, 1, -3, 3, -3, 1]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 2, (3, 0): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 4): 1}","{(3, 1): {2: 1}, (7, 3): {2: 1}}",12,2,"{-3: 1, -1: 1, 1: 2, 3: 1, 5: 3, 7: 1, 9: 2, 11: 1}","{-2: 2, 0: 3, 1: 1, 2: 3, 3: 1, 4: 2}"
7776,"[-3, -1, -2, 3, 2, 3, 3, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7777,"[1, 1, -2, 1, -3, 1, -1, -2, -3]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}"
7778,"[-3, -3, 3, 1, 3, 1, -1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7779,"[2, 2, -2, 2, 3, 1, 1, 2, 3]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2,"{3: 1, 5: 1, 7: 2, 9: 1, 11: 3, 13: 1, 15: 2, 17: 1}","{0: 2, 2: 3, 3: 1, 4: 3, 5: 1, 6: 2}"
7780,"[3, 1, 1, 1, 3, -1, -1, 2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
7781,"[1, -1, -3, 2, 2, -3, 1, -3, -1]","{(-9, -3): 1, (-7, -3): 1, (-5, -2): 1, (-5, -1): 1, (-3, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 3, (1, 0): 2, (1, 2): 1, (3, 2): 2, (5, 2): 1}","{(-7, -2): {2: 1}, (-5, -2): {2: 1}, (-3, 0): {2: 1}, (-1, 0): {2: 1}}",16,4,"{-9: 1, -7: 1, -5: 2, -3: 3, -1: 3, 1: 3, 3: 2, 5: 1}","{-3: 2, -2: 2, -1: 2, 0: 6, 2: 4}"
7782,"[-2, -3, 3, -3, -1, -2, 2, 2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7783,"[-1, -2, 3, 3, -2, -1, -2, -2, 1]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2,"{-11: 1, -9: 2, -7: 1, -5: 3, -3: 1, -1: 2, 1: 1, 3: 1}","{-4: 2, -3: 1, -2: 3, -1: 1, 0: 3, 2: 2}"
7784,"[2, -1, 2, 2, -2, -2, 2, 1, -2]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0,"{-2: 1, 0: 2, 2: 1}",{0: 4}
7785,"[3, 3, -3, -1, 2, -3, -1, -3, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
7786,"[-2, 3, 3, -3, 3, 3, -2, 2, -3]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
7787,"[2, -3, 1, -2, 1, -1, -3, -1, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
7788,"[-3, -3, -1, -3, 2, -1, 1, -2, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
7789,"[3, -1, -3, -3, -1, 1, -2, -1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7790,"[2, 1, -3, 2, -2, 2, -1, -2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7791,"[-3, -2, 1, 1, -1, -2, 2, -1, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
7792,"[2, 3, 3, -3, 1, -2, -1, -2, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
7793,"[-1, 2, 3, 3, 1, -2, 2, -2, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
7794,"[-3, 1, -2, -2, -1, -1, 3, -3, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
7795,"[-1, 2, 1, -3, -1, 1, 2, 3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7796,"[1, 1, -2, -2, 2, 3, -1, -3, -2]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8}
7797,"[1, -1, 1, -1, -3, 1, 1, 1, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
7798,"[-3, 1, -1, -1, -2, 1, -3, 2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7799,"[2, -1, 3, 3, -2, -3, -3, 2, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
7800,"[-2, 3, -3, -1, 3, 1, -1, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7801,"[-1, 1, -3, -1, 1, -2, 2, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7802,"[-2, -3, -3, -2, 2, 1, 2, 1, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
7803,"[-2, 3, 1, -2, -3, -2, -3, -1, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
7804,"[-3, -1, -1, 1, 3, 1, -1, -2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7805,"[2, 1, -1, -3, -1, 3, 1, -2, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8}
7806,"[-1, 2, -2, 3, -2, -1, 3, -3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7807,"[2, -1, -2, -1, 3, -1, -2, 2, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
7808,"[-2, -1, -2, -1, 3, -3, -3, -3, -2]","{(-17, -6): 1, (-15, -6): 1, (-15, -5): 1, (-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -2): 1, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",12,2,"{-17: 1, -15: 2, -13: 1, -11: 3, -9: 1, -7: 2, -5: 1, -3: 1}","{-6: 2, -5: 1, -4: 3, -3: 1, -2: 3, 0: 2}"
7809,"[2, 2, -2, 1, 1, 1, -3, -3, 2]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 3, (3, 0): 2, (5, 1): 1, (5, 2): 3, (7, 2): 1, (9, 3): 2, (9, 4): 1, (13, 5): 1}","{(3, 1): {2: 1}, (7, 3): {2: 2}, (11, 5): {2: 1}}",16,4,"{-3: 1, -1: 1, 1: 3, 3: 2, 5: 4, 7: 1, 9: 3, 13: 1}","{-2: 2, 0: 5, 1: 1, 2: 4, 3: 2, 4: 1, 5: 1}"
7810,"[1, 3, -2, -3, -2, -3, 3, -2, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
7811,"[-2, -1, -1, -1, 2, 3, -3, 1, 1]","{(-8, -3): 1, (-4, -2): 1, (-4, -1): 1, (-2, 0): 1, (0, 0): 2, (2, 2): 1, (4, 2): 1}","{(-6, -2): {2: 1}, (-2, 0): {2: 1}}",8,2,"{-8: 1, -4: 2, -2: 1, 0: 2, 2: 1, 4: 1}","{-3: 1, -2: 1, -1: 1, 0: 3, 2: 2}"
7812,"[-3, 1, -2, -2, -2, 1, -1, -1, -3]","{(-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-9, -2): 1, (-7, -2): 3, (-5, -2): 2, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-13, -4): {2: 1}, (-11, -4): {2: 1}, (-9, -2): {2: 1}, (-7, -2): {2: 1}}",16,4,"{-15: 1, -13: 1, -11: 2, -9: 3, -7: 3, -5: 3, -3: 2, -1: 1}","{-5: 2, -4: 2, -3: 2, -2: 6, 0: 4}"
7813,"[2, 1, -1, -1, 3, 1, 1, 1, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
7814,"[2, -1, -2, -2, 2, -2, 3, 1, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
7815,"[-1, -3, 2, -3, -2, 3, 2, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
7816,"[-3, -3, -3, 2, -2, 2, -1, 2, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
7817,"[-2, -3, -3, 3, 3, 1, -1, 3, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
7818,"[-2, -2, -1, -1, -3, -1, -3, 3, -3]","{(-19, -7): 1, (-15, -6): 1, (-15, -5): 2, (-13, -4): 1, (-11, -4): 3, (-11, -3): 1, (-9, -2): 2, (-7, -2): 3, (-5, 0): 1, (-3, 0): 1}","{(-17, -6): {2: 1}, (-13, -4): {2: 2}, (-9, -2): {2: 1}}",16,4,"{-19: 1, -15: 3, -13: 1, -11: 4, -9: 2, -7: 3, -5: 1, -3: 1}","{-7: 1, -6: 1, -5: 2, -4: 4, -3: 1, -2: 5, 0: 2}"
7819,"[3, -3, 3, -2, -1, -3, 2, 3, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
7820,"[2, 3, -2, 3, 1, -3, -2, -1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
7821,"[3, -1, -3, -1, -2, 1, 3, 1, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8}
7822,"[3, -3, 1, 3, -1, 3, -2, -3, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
7823,"[-3, -2, -2, 2, 2, 1, 1, 1, -3]","{(-5, -2): 1, (-3, -2): 2, (-1, -2): 1, (-1, 0): 2, (1, 0): 3, (3, 0): 1, (3, 1): 1, (3, 2): 1, (5, 1): 1, (5, 2): 1, (7, 3): 1, (9, 3): 1}","{(1, 1): {2: 1}, (3, 1): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}}",16,4,"{-5: 1, -3: 2, -1: 3, 1: 3, 3: 3, 5: 2, 7: 1, 9: 1}","{-2: 4, 0: 6, 1: 2, 2: 2, 3: 2}"
7824,"[-1, -2, -3, -2, -2, 3, 3, 3, -2]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1,"{-9: 1, -7: 1, -5: 1, -3: 1, -1: 4, 1: 2}","{-4: 2, -2: 1, 0: 6, -1: 1}"
